ticker,file,hint_y,hint_q,kind,year,quarter,agree,evidence
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_4.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_6.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_7.htm,2009,4,FY,2009.0,4.0,True,"december 31, 2009"
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_9.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003499_a2197777z6-k.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003499_a2197777zex-99_1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003499_a2197777zex-99_2.htm,2009,4,FY,2009.0,4.0,True,"december 31, 2009"
KGC,2009-Q4_0001047469-10-003499_a2197777zex-99_3.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000047_ex99-1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000047_t66926_6k.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000078_ex99-1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000078_t66969_6k.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000146_ex99-1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000146_t67026_6k.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000160_ex99-1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000160_t67037_6k.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001188112-10-000162_ex99-1.htm,2009,4,,,,False,no period phrase in header window
